,ID,name,engine_cc,brand_name,model_name,year,highway_milege,city_milege,transmission,doors,submodel,msrp,rating,consumer_rating,photo,segment,description,car_name
0,200703618,SH-AWD_w/Advance_Package_4dr_Sedan_AWD_,3.5L_6cyl_9A,Acura,TLX,2015,31.0,21.0,2.0,4.0,TLX Sedan,34.78272,4.0,4.0,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg,Luxry,TLX Sedan Luxry 3.5L_6cyl_9A,Acura_TLXSH-AWD_w/Advance_Package_4dr_Sedan_AWD_
1,200703608,4dr_Sedan_,3.5L_6cyl_9A,Acura,TLX,2015,34.0,21.0,2.0,4.0,TLX Sedan,27.422448,4.0,4.0,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg,VeryHighRange,TLX Sedan VeryHighRange 3.5L_6cyl_9A,Acura_TLX4dr_Sedan_
2,200703609,Advance_Package_4dr_Sedan_,3.5L_6cyl_9A,Acura,TLX,2015,34.0,21.0,2.0,4.0,TLX Sedan,33.07464,4.0,4.0,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg,Luxry,TLX Sedan Luxry 3.5L_6cyl_9A,Acura_TLXAdvance_Package_4dr_Sedan_
3,200703614,Technology_Package_4dr_Sedan_,2.4L_4cyl_8AM,Acura,TLX,2015,35.0,24.0,1.0,4.0,TLX Sedan,27.5622,4.0,4.0,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg,VeryHighRange,TLX Sedan VeryHighRange 2.4L_4cyl_8AM,Acura_TLXTechnology_Package_4dr_Sedan_
4,200703615,SH-AWD_w/Technology_Package_4dr_Sedan_AWD_,3.5L_6cyl_9A,Acura,TLX,2015,31.0,21.0,2.0,4.0,TLX Sedan,32.27883,4.0,4.0,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg,Luxry,TLX Sedan Luxry 3.5L_6cyl_9A,Acura_TLXSH-AWD_w/Technology_Package_4dr_Sedan_AWD_
5,200703610,Technology_Package_4dr_Sedan_,3.5L_6cyl_9A,Acura,TLX,2015,34.0,21.0,2.0,4.0,TLX Sedan,30.57075,4.0,4.0,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg,Luxry,TLX Sedan Luxry 3.5L_6cyl_9A,Acura_TLXTechnology_Package_4dr_Sedan_
6,200673635,4dr_Sedan_,2.4L_4cyl_8AM,Acura,TLX,2015,35.0,24.0,1.0,4.0,TLX Sedan,24.413898,4.0,4.0,http://media.ed.edmunds-media.com/acura/tlx/2015/oem/2015_acura_tlx_sedan_sh-awd-wtechnology-package_fq_oem_1_300.jpg,HighRange,TLX Sedan HighRange 2.4L_4cyl_8AM,Acura_TLX4dr_Sedan_
7,200464146,2dr_Coupe_,1.7L_4cyl_Turbo_6AM,Alfa Romeo,4C,2015,34.0,24.0,1.0,2.0,4C Coupe,41.84796,4.0,4.25,http://media.ed.edmunds-media.com/alfa-romeo/4c/2015/oem/2015_alfa-romeo_4c_coupe_base_fq_oem_20_300.jpg,HighLuxry,4C Coupe HighLuxry 1.7L_4cyl_Turbo_6AM,Alfa Romeo_4C2dr_Coupe_
8,200708065,Launch_Edition_2dr_Coupe_,1.7L_4cyl_Turbo_6AM,Alfa Romeo,4C,2015,34.0,24.0,1.0,2.0,4C Coupe,53.10576,4.0,4.25,http://media.ed.edmunds-media.com/alfa-romeo/4c/2015/oem/2015_alfa-romeo_4c_coupe_base_fq_oem_20_300.jpg,HighLuxry,4C Coupe HighLuxry 1.7L_4cyl_Turbo_6AM,Alfa Romeo_4CLaunch_Edition_2dr_Coupe_
9,200722371,1.8_TFSI_Premium_Plus_4dr_Sedan_,1.8L_4cyl_Turbo_6AM,Audi,A3,2015,33.0,23.0,1.0,4.0,A3 Sedan,25.19418,5.0,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg,HighRange,A3 Sedan HighRange 1.8L_4cyl_Turbo_6AM,Audi_A31.8_TFSI_Premium_Plus_4dr_Sedan_
10,200675092,1.8_TFSI_Premium_4dr_Sedan_,1.8L_4cyl_Turbo_6AM,Audi,A3,2015,33.0,23.0,1.0,4.0,A3 Sedan,23.21436,5.0,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg,HighRange,A3 Sedan HighRange 1.8L_4cyl_Turbo_6AM,Audi_A31.8_TFSI_Premium_4dr_Sedan_
11,200722374,2.0_TFSI_Prestige_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6AM,Audi,A3,2015,33.0,24.0,1.0,4.0,A3 Sedan,32.33706,5.0,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg,Luxry,A3 Sedan Luxry 2.0L_4cyl_Turbo_6AM,Audi_A32.0_TFSI_Prestige_quattro_4dr_Sedan_AWD_
12,200428354,2.0_TFSI_Premium_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6AM,Audi,A3,2015,33.0,24.0,1.0,4.0,A3 Sedan,25.77648,5.0,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg,HighRange,A3 Sedan HighRange 2.0L_4cyl_Turbo_6AM,Audi_A32.0_TFSI_Premium_quattro_4dr_Sedan_AWD_
13,200722372,1.8_TFSI_Prestige_4dr_Sedan_,1.8L_4cyl_Turbo_6AM,Audi,A3,2015,33.0,23.0,1.0,4.0,A3 Sedan,29.77494,5.0,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg,VeryHighRange,A3 Sedan VeryHighRange 1.8L_4cyl_Turbo_6AM,Audi_A31.8_TFSI_Prestige_4dr_Sedan_
14,200722373,2.0_TFSI_Premium_Plus_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6AM,Audi,A3,2015,33.0,24.0,1.0,4.0,A3 Sedan,27.7563,5.0,4.095,http://media.ed.edmunds-media.com/audi/a3/2015/oem/2015_audi_a3_sedan_20-tfsi-premium-plus-quattro_fq_oem_2_300.jpg,VeryHighRange,A3 Sedan VeryHighRange 2.0L_4cyl_Turbo_6AM,Audi_A32.0_TFSI_Premium_Plus_quattro_4dr_Sedan_AWD_
15,200701696,2.0T_Premium_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_8A,Audi,A4,2015,31.0,22.0,2.0,4.0,A4 Sedan,29.19264,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,VeryHighRange,A4 Sedan VeryHighRange 2.0L_4cyl_Turbo_8A,Audi_A42.0T_Premium_quattro_4dr_Sedan_AWD_
16,200701689,2.0T_Prestige_4dr_Sedan_,2.0L_4cyl_Turbo_CVT,Audi,A4,2015,32.0,24.0,2.0,4.0,A4 Sedan,33.30756,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,Luxry,A4 Sedan Luxry 2.0L_4cyl_Turbo_CVT,Audi_A42.0T_Prestige_4dr_Sedan_
17,200701698,2.0T_Prestige_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_8A,Audi,A4,2015,31.0,22.0,2.0,4.0,A4 Sedan,34.938,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,Luxry,A4 Sedan Luxry 2.0L_4cyl_Turbo_8A,Audi_A42.0T_Prestige_quattro_4dr_Sedan_AWD_
18,200701687,2.0T_Premium_4dr_Sedan_,2.0L_4cyl_Turbo_CVT,Audi,A4,2015,32.0,24.0,2.0,4.0,A4 Sedan,27.5622,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,VeryHighRange,A4 Sedan VeryHighRange 2.0L_4cyl_Turbo_CVT,Audi_A42.0T_Premium_4dr_Sedan_
19,200701693,2.0T_Premium_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6M,Audi,A4,2015,32.0,22.0,0.0,4.0,A4 Sedan,28.26096,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,VeryHighRange,A4 Sedan VeryHighRange 2.0L_4cyl_Turbo_6M,Audi_A42.0T_Premium_quattro_4dr_Sedan_AWD_
20,200701695,2.0T_Prestige_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6M,Audi,A4,2015,32.0,22.0,0.0,4.0,A4 Sedan,34.00632,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,Luxry,A4 Sedan Luxry 2.0L_4cyl_Turbo_6M,Audi_A42.0T_Prestige_quattro_4dr_Sedan_AWD_
21,200701694,2.0T_Premium_Plus_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6M,Audi,A4,2015,32.0,22.0,0.0,4.0,A4 Sedan,29.8914,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,VeryHighRange,A4 Sedan VeryHighRange 2.0L_4cyl_Turbo_6M,Audi_A42.0T_Premium_Plus_quattro_4dr_Sedan_AWD_
22,200701697,2.0T_Premium_Plus_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_8A,Audi,A4,2015,31.0,22.0,2.0,4.0,A4 Sedan,30.82308,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,Luxry,A4 Sedan Luxry 2.0L_4cyl_Turbo_8A,Audi_A42.0T_Premium_Plus_quattro_4dr_Sedan_AWD_
23,200701688,2.0T_Premium_Plus_4dr_Sedan_,2.0L_4cyl_Turbo_CVT,Audi,A4,2015,32.0,24.0,2.0,4.0,A4 Sedan,29.19264,5.0,4.25,http://media.ed.edmunds-media.com/audi/a4/2013/oem/2013_audi_a4_sedan_20t-premium-quattro_fq_oem_3_300.jpg,VeryHighRange,A4 Sedan VeryHighRange 2.0L_4cyl_Turbo_CVT,Audi_A42.0T_Premium_Plus_4dr_Sedan_
24,200702238,2.0T_Premium_quattro_2dr_Coupe_AWD_,2.0L_4cyl_Turbo_8A,Audi,A5,2015,31.0,22.0,2.0,2.0,A5 Coupe,31.98768,5.0,4.25,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg,Luxry,A5 Coupe Luxry 2.0L_4cyl_Turbo_8A,Audi_A52.0T_Premium_quattro_2dr_Coupe_AWD_
25,200702240,2.0T_Prestige_quattro_2dr_Coupe_AWD_,2.0L_4cyl_Turbo_8A,Audi,A5,2015,31.0,22.0,2.0,2.0,A5 Coupe,38.50944,5.0,4.25,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg,Luxry,A5 Coupe Luxry 2.0L_4cyl_Turbo_8A,Audi_A52.0T_Prestige_quattro_2dr_Coupe_AWD_
26,200702234,2.0T_Prestige_quattro_2dr_Coupe_AWD_,2.0L_4cyl_Turbo_6M,Audi,A5,2015,32.0,22.0,0.0,2.0,A5 Coupe,37.57776,5.0,4.25,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg,Luxry,A5 Coupe Luxry 2.0L_4cyl_Turbo_6M,Audi_A52.0T_Prestige_quattro_2dr_Coupe_AWD_
27,200702233,2.0T_Premium_Plus_quattro_2dr_Coupe_AWD_,2.0L_4cyl_Turbo_6M,Audi,A5,2015,32.0,22.0,0.0,2.0,A5 Coupe,32.84172,5.0,4.25,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg,Luxry,A5 Coupe Luxry 2.0L_4cyl_Turbo_6M,Audi_A52.0T_Premium_Plus_quattro_2dr_Coupe_AWD_
28,200702239,2.0T_Premium_Plus_quattro_2dr_Coupe_AWD_,2.0L_4cyl_Turbo_8A,Audi,A5,2015,31.0,22.0,2.0,2.0,A5 Coupe,33.7734,5.0,4.25,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg,Luxry,A5 Coupe Luxry 2.0L_4cyl_Turbo_8A,Audi_A52.0T_Premium_Plus_quattro_2dr_Coupe_AWD_
29,200702232,2.0T_Premium_quattro_2dr_Coupe_AWD_,2.0L_4cyl_Turbo_6M,Audi,A5,2015,32.0,22.0,0.0,2.0,A5 Coupe,31.056,5.0,4.25,http://media.ed.edmunds-media.com/audi/a5/2015/oem/2015_audi_a5_coupe_20t-premium-quattro_fq_oem_5_300.jpg,Luxry,A5 Coupe Luxry 2.0L_4cyl_Turbo_6M,Audi_A52.0T_Premium_quattro_2dr_Coupe_AWD_
30,200703026,2.0T_Premium_Plus_4dr_Sedan_,2.0L_4cyl_Turbo_CVT,Audi,A6,2015,33.0,25.0,2.0,4.0,A6 Sedan,37.53894,5.0,4.0,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg,Luxry,A6 Sedan Luxry 2.0L_4cyl_Turbo_CVT,Audi_A62.0T_Premium_Plus_4dr_Sedan_
31,200703025,2.0T_Premium_4dr_Sedan_,2.0L_4cyl_Turbo_CVT,Audi,A6,2015,33.0,25.0,2.0,4.0,A6 Sedan,34.78272,5.0,4.0,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg,Luxry,A6 Sedan Luxry 2.0L_4cyl_Turbo_CVT,Audi_A62.0T_Premium_4dr_Sedan_
32,200703027,2.0T_Premium_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_8A,Audi,A6,2015,29.0,20.0,2.0,4.0,A6 Sedan,36.41316,5.0,4.0,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg,Luxry,A6 Sedan Luxry 2.0L_4cyl_Turbo_8A,Audi_A62.0T_Premium_quattro_4dr_Sedan_AWD_
33,200703029,3.0T_Premium_Plus_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_8A,Audi,A6,2015,27.0,18.0,2.0,4.0,A6 Sedan,43.71132,5.0,4.0,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg,HighLuxry,A6 Sedan HighLuxry 3.0L_6cyl_S/C_8A,Audi_A63.0T_Premium_Plus_quattro_4dr_Sedan_AWD_
34,200703028,2.0T_Premium_Plus_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_8A,Audi,A6,2015,29.0,20.0,2.0,4.0,A6 Sedan,39.16938,5.0,4.0,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg,Luxry,A6 Sedan Luxry 2.0L_4cyl_Turbo_8A,Audi_A62.0T_Premium_Plus_quattro_4dr_Sedan_AWD_
35,200703030,3.0T_Prestige_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_8A,Audi,A6,2015,27.0,18.0,2.0,4.0,A6 Sedan,46.66164,5.0,4.0,http://media.ed.edmunds-media.com/audi/a6/2013/oem/2013_audi_a6_sedan_30t-premium-quattro_fq_oem_1_300.jpg,HighLuxry,A6 Sedan HighLuxry 3.0L_6cyl_S/C_8A,Audi_A63.0T_Prestige_quattro_4dr_Sedan_AWD_
36,200703193,Premium_Plus_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_8A,Audi,A7,2015,28.0,18.0,2.0,4.0,A7 Sedan,51.16476,5.0,4.0,http://media.ed.edmunds-media.com/audi/a7/2015/oem/2015_audi_a7_sedan_prestige-quattro_fq_oem_2_300.jpg,HighLuxry,A7 Sedan HighLuxry 3.0L_6cyl_S/C_8A,Audi_A7Premium_Plus_quattro_4dr_Sedan_AWD_
37,200703195,Prestige_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_8A,Audi,A7,2015,28.0,18.0,2.0,4.0,A7 Sedan,54.1539,5.0,4.0,http://media.ed.edmunds-media.com/audi/a7/2015/oem/2015_audi_a7_sedan_prestige-quattro_fq_oem_2_300.jpg,HighLuxry,A7 Sedan HighLuxry 3.0L_6cyl_S/C_8A,Audi_A7Prestige_quattro_4dr_Sedan_AWD_
38,200709265,Prestige_4dr_SUV_,2.0L_4cyl_Turbo_6A,Audi,Q3,2015,29.0,20.0,2.0,4.0,Q3 SUV,28.26096,3.0,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg,VeryHighRange,Q3 SUV VeryHighRange 2.0L_4cyl_Turbo_6A,Audi_Q3Prestige_4dr_SUV_
39,200709267,Prestige_quattro_4dr_SUV_AWD_,2.0L_4cyl_Turbo_6A,Audi,Q3,2015,28.0,20.0,2.0,4.0,Q3 SUV,29.8914,3.0,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg,VeryHighRange,Q3 SUV VeryHighRange 2.0L_4cyl_Turbo_6A,Audi_Q3Prestige_quattro_4dr_SUV_AWD_
40,200709266,Premium_Plus_quattro_4dr_SUV_AWD_,2.0L_4cyl_Turbo_6A,Audi,Q3,2015,28.0,20.0,2.0,4.0,Q3 SUV,26.86344,3.0,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg,VeryHighRange,Q3 SUV VeryHighRange 2.0L_4cyl_Turbo_6A,Audi_Q3Premium_Plus_quattro_4dr_SUV_AWD_
41,101254337,Premium_Plus_4dr_SUV_,2.0L_4cyl_Turbo_6A,Audi,Q3,2015,29.0,20.0,2.0,4.0,Q3 SUV,25.233,3.0,3.958,http://media.ed.edmunds-media.com/audi/q3/2015/oem/2015_audi_q3_4dr-suv_prestige-quattro_fq_oem_4_300.jpg,HighRange,Q3 SUV HighRange 2.0L_4cyl_Turbo_6A,Audi_Q3Premium_Plus_4dr_SUV_
42,200702780,2.0T_Premium_quattro_4dr_SUV_AWD_,2.0L_4cyl_Turbo_8A,Audi,Q5,2015,28.0,20.0,2.0,4.0,Q5 SUV,30.51252,4.0,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg,Luxry,Q5 SUV Luxry 2.0L_4cyl_Turbo_8A,Audi_Q52.0T_Premium_quattro_4dr_SUV_AWD_
43,200702781,2.0T_Premium_Plus_quattro_4dr_SUV_AWD_,2.0L_4cyl_Turbo_8A,Audi,Q5,2015,28.0,20.0,2.0,4.0,Q5 SUV,32.76408,4.0,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg,Luxry,Q5 SUV Luxry 2.0L_4cyl_Turbo_8A,Audi_Q52.0T_Premium_Plus_quattro_4dr_SUV_AWD_
44,200702784,3.0T_Prestige_quattro_4dr_SUV_AWD_,3.0L_6cyl_S/C_8A,Audi,Q5,2015,26.0,18.0,2.0,4.0,Q5 SUV,41.07156,4.0,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg,HighLuxry,Q5 SUV HighLuxry 3.0L_6cyl_S/C_8A,Audi_Q53.0T_Prestige_quattro_4dr_SUV_AWD_
45,200702783,3.0T_Premium_Plus_quattro_4dr_SUV_AWD_,3.0L_6cyl_S/C_8A,Audi,Q5,2015,26.0,18.0,2.0,4.0,Q5 SUV,35.24856,4.0,4.238,http://media.ed.edmunds-media.com/audi/q5/2015/oem/2015_audi_q5_4dr-suv_tdi-prestige-quattro_fq_oem_3_300.jpg,Luxry,Q5 SUV Luxry 3.0L_6cyl_S/C_8A,Audi_Q53.0T_Premium_Plus_quattro_4dr_SUV_AWD_
46,200703523,TDI_Premium_quattro_4dr_SUV_AWD_,3.0L_6cyl_Turbodiesel_8A,Audi,Q7,2015,28.0,19.0,2.0,4.0,Q7 Diesel,41.45976,4.0,3.5,http://media.ed.edmunds-media.com/audi/q7/2014/oem/2014_audi_q7_4dr-suv_30t-s-line-prestige-quattro_fq_oem_1_300.jpg,HighLuxry,Q7 Diesel HighLuxry 3.0L_6cyl_Turbodiesel_8A,Audi_Q7TDI_Premium_quattro_4dr_SUV_AWD_
47,200703524,TDI_Premium_Plus_quattro_4dr_SUV_AWD_,3.0L_6cyl_Turbodiesel_8A,Audi,Q7,2015,28.0,19.0,2.0,4.0,Q7 Diesel,46.50636,4.0,3.5,http://media.ed.edmunds-media.com/audi/q7/2014/oem/2014_audi_q7_4dr-suv_30t-s-line-prestige-quattro_fq_oem_1_300.jpg,HighLuxry,Q7 Diesel HighLuxry 3.0L_6cyl_Turbodiesel_8A,Audi_Q7TDI_Premium_Plus_quattro_4dr_SUV_AWD_
48,200703525,TDI_Prestige_quattro_4dr_SUV_AWD_,3.0L_6cyl_Turbodiesel_8A,Audi,Q7,2015,28.0,19.0,2.0,4.0,Q7 Diesel,50.77656,4.0,3.5,http://media.ed.edmunds-media.com/audi/q7/2014/oem/2014_audi_q7_4dr-suv_30t-s-line-prestige-quattro_fq_oem_1_300.jpg,HighLuxry,Q7 Diesel HighLuxry 3.0L_6cyl_Turbodiesel_8A,Audi_Q7TDI_Prestige_quattro_4dr_SUV_AWD_
49,200701609,2.0T_Prestige_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6AM,Audi,S3,2015,31.0,23.0,1.0,4.0,S3 Sedan,36.4908,5.0,4.562,http://media.ed.edmunds-media.com/audi/s3/2015/oem/2015_audi_s3_sedan_20t-prestige-quattro_fq_oem_2_300.jpg,Luxry,S3 Sedan Luxry 2.0L_4cyl_Turbo_6AM,Audi_S32.0T_Prestige_quattro_4dr_Sedan_AWD_
50,200466202,2.0T_Premium_Plus_quattro_4dr_Sedan_AWD_,2.0L_4cyl_Turbo_6AM,Audi,S3,2015,31.0,23.0,1.0,4.0,S3 Sedan,31.91004,5.0,4.562,http://media.ed.edmunds-media.com/audi/s3/2015/oem/2015_audi_s3_sedan_20t-prestige-quattro_fq_oem_2_300.jpg,Luxry,S3 Sedan Luxry 2.0L_4cyl_Turbo_6AM,Audi_S32.0T_Premium_Plus_quattro_4dr_Sedan_AWD_
51,200701955,Prestige_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_7AM,Audi,S4,2015,28.0,18.0,1.0,4.0,S4 Sedan,43.24548,5.0,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg,HighLuxry,S4 Sedan HighLuxry 3.0L_6cyl_S/C_7AM,Audi_S4Prestige_quattro_4dr_Sedan_AWD_
52,200701954,Prestige_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_6M,Audi,S4,2015,26.0,17.0,0.0,4.0,S4 Sedan,42.15852,5.0,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg,HighLuxry,S4 Sedan HighLuxry 3.0L_6cyl_S/C_6M,Audi_S4Prestige_quattro_4dr_Sedan_AWD_
53,200701953,Premium_Plus_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_7AM,Audi,S4,2015,28.0,18.0,1.0,4.0,S4 Sedan,38.66472,5.0,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg,Luxry,S4 Sedan Luxry 3.0L_6cyl_S/C_7AM,Audi_S4Premium_Plus_quattro_4dr_Sedan_AWD_
54,200701952,Premium_Plus_quattro_4dr_Sedan_AWD_,3.0L_6cyl_S/C_6M,Audi,S4,2015,26.0,17.0,0.0,4.0,S4 Sedan,37.57776,5.0,4.75,http://media.ed.edmunds-media.com/audi/s4/2015/oem/2015_audi_s4_sedan_prestige-quattro_fq_oem_2_300.jpg,Luxry,S4 Sedan Luxry 3.0L_6cyl_S/C_6M,Audi_S4Premium_Plus_quattro_4dr_Sedan_AWD_
55,200702463,Prestige_quattro_2dr_Coupe_AWD_,3.0L_6cyl_S/C_6M,Audi,S5,2015,26.0,17.0,0.0,2.0,S5 Coupe,45.6135,5.0,5.0,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg,HighLuxry,S5 Coupe HighLuxry 3.0L_6cyl_S/C_6M,Audi_S5Prestige_quattro_2dr_Coupe_AWD_
56,200702462,Premium_Plus_quattro_2dr_Coupe_AWD_,3.0L_6cyl_S/C_7AM,Audi,S5,2015,28.0,18.0,1.0,2.0,S5 Coupe,41.84796,5.0,5.0,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg,HighLuxry,S5 Coupe HighLuxry 3.0L_6cyl_S/C_7AM,Audi_S5Premium_Plus_quattro_2dr_Coupe_AWD_
57,200702464,Prestige_quattro_2dr_Coupe_AWD_,3.0L_6cyl_S/C_7AM,Audi,S5,2015,28.0,18.0,1.0,2.0,S5 Coupe,46.70046,5.0,5.0,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg,HighLuxry,S5 Coupe HighLuxry 3.0L_6cyl_S/C_7AM,Audi_S5Prestige_quattro_2dr_Coupe_AWD_
58,200702461,Premium_Plus_quattro_2dr_Coupe_AWD_,3.0L_6cyl_S/C_6M,Audi,S5,2015,26.0,17.0,0.0,2.0,S5 Coupe,40.761,5.0,5.0,http://media.ed.edmunds-media.com/audi/s5/2015/oem/2015_audi_s5_coupe_prestige-quattro_fq_oem_4_300.jpg,HighLuxry,S5 Coupe HighLuxry 3.0L_6cyl_S/C_6M,Audi_S5Premium_Plus_quattro_2dr_Coupe_AWD_
59,200698866,quattro_4dr_Sedan_AWD_,4.0L_8cyl_Turbo_8A,Audi,S8,2015,27.0,17.0,2.0,4.0,S8 Sedan,89.20836,5.0,4.25,http://media.ed.edmunds-media.com/audi/s8/2015/oem/2015_audi_s8_sedan_quattro_fq_oem_11_300.jpg,UltimateLuxry,S8 Sedan UltimateLuxry 4.0L_8cyl_Turbo_8A,Audi_S8quattro_4dr_Sedan_AWD_
